Username,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Risk,Loyalty_Segment,Risk_Code,Loyalty_Code
PlayForDrugs,12,13,447,3,4,2,342,9,Green,Loyal Customers,1,2
PlebHF,8,5,21300,3,3,4,334,10,Amber,Casual Players,2,0
PlebHero,17,1,336,2,1,2,212,5,Green,Casual Players,1,0
Plebey,4,5,11,4,3,1,431,8,Green,Casual Players,1,0
PlushLemur,19,2,170,2,2,2,222,6,Green,Casual Players,1,0
Pms008,3,2,225,4,2,2,422,8,Green,New,1,1
Pods,37,18,41105,1,4,4,144,9,Red,Casual Players,3,0
Pods2,2,30,5426,4,4,3,443,11,Green,Loyal Customers,1,2
Poisonleaf,11,11,42,3,4,1,341,8,Green,Loyal Customers,1,2
Pokeball99,29,9,113,1,3,2,132,6,Green,Casual Players,1,0
PondBotBonus,39,2,3,1,2,1,121,4,Green,Casual Players,1,0
PontiacFiero,38,1,222,1,1,2,112,4,Green,Casual Players,1,0
Porsche12,2,2,34000,4,2,4,424,10,Green,New,1,1
PortableDiag,3,2,101,4,2,2,422,8,Green,New,1,1
Positive_,39,1,14,1,1,1,111,3,Green,Casual Players,1,0
PotRipper,25,1,333,2,1,2,212,5,Green,Casual Players,1,0
PpT329392pPt,31,2,61,1,2,1,121,4,Green,Casual Players,1,0
Pr0xy,33,1,27,1,1,1,111,3,Green,Casual Players,1,0
PrawanSuntik,5,31,12234,4,4,4,444,12,Green,VIP,1,3
Priest,37,2,607,1,2,2,122,5,Green,Casual Players,1,0
PrisonBreak,28,1,4,2,1,1,211,4,Green,Casual Players,1,0
Prizmz,3,5,8080,4,3,4,434,11,Green,Casual Players,1,0
ProfitKing,32,2,6,1,2,1,121,4,Green,Casual Players,1,0
Profitable,22,6,183,2,3,2,232,7,Green,Casual Players,1,0
Profitz,24,12,998,2,4,3,243,9,Amber,Casual Players,2,0
Provably197x,13,119,119,3,4,2,342,9,Green,Loyal Customers,1,2
Providence,13,1,150,3,1,2,312,6,Green,Casual Players,1,0
Proxladnyi,20,3,112,2,2,2,222,6,Green,Casual Players,1,0
Psihoz,19,1,2,2,1,1,211,4,Green,Casual Players,1,0
Psycho,30,2,4018,1,2,3,123,6,Green,Casual Players,1,0
PsychoScript,32,2,27,1,2,1,121,4,Green,Casual Players,1,0
Psychopath,7,2,52000,3,2,4,324,9,Green,Casual Players,1,0
PunchShot,28,1,3,2,1,1,211,4,Green,Casual Players,1,0
PureScripter,40,3,21,1,2,1,121,4,Green,Casual Players,1,0
PussyPrint,3,1,10,4,1,1,411,6,Green,New,1,1
PutraLangit,1,4,340,4,3,2,432,9,Green,Casual Players,1,0
Pycckoe,1,1,10,4,1,1,411,6,Green,New,1,1
PyramidGalaxy,1,5,225,4,3,2,432,9,Green,Casual Players,1,0
QQOQQ,21,4,7623,2,3,4,234,9,Amber,Casual Players,2,0
QQQOQQQ,19,1,15360,2,1,4,214,7,Green,Casual Players,1,0
Qpot80,7,9,2700,3,3,3,333,9,Amber,Casual Players,2,0
Queen,33,10,3397,1,3,3,133,7,Amber,Casual Players,2,0
Quickman,16,3,5501,2,2,4,224,8,Green,Casual Players,1,0
QuietKings,3,3,1010,4,2,3,423,9,Green,New,1,1
Qusja22,16,1,5,2,1,1,211,4,Green,Casual Players,1,0
R3he4tdLftovr5,30,3,300,1,2,2,122,5,Green,Casual Players,1,0
RAY84,16,7,54,2,3,1,231,6,Green,Casual Players,1,0
RAZLUKA78,3,23,4471,4,4,3,443,11,Green,Loyal Customers,1,2
RECOVER_N_RIP,27,5,37531,2,3,4,234,9,Amber,Casual Players,2,0
REMREM,32,1,5000,1,1,3,113,5,Green,Casual Players,1,0
RHCP,1,8,2172,4,3,3,433,10,Green,Casual Players,1,0
RIPFrenna,8,18,234,3,4,2,342,9,Green,Loyal Customers,1,2
RIP_WALLET,12,2,2250,3,2,3,323,8,Green,Casual Players,1,0
ROCKON,33,1,11111,1,1,4,114,6,Green,Casual Players,1,0
ROgxlio,33,3,12,1,2,1,121,4,Green,Casual Players,1,0
RRU,6,2,1200,3,2,3,323,8,Green,Casual Players,1,0
RSNserega,9,1,20,3,1,1,311,5,Green,Casual Players,1,0
RUSSO2016,1,85,39359,4,4,4,444,12,Green,VIP,1,3
RYANCHAU,2,9,562000,4,3,4,434,11,Green,Casual Players,1,0
Rabota3,13,4,249000,3,3,4,334,10,Amber,Casual Players,2,0
Racerlife,10,12,46,3,4,1,341,8,Green,Loyal Customers,1,2
Rachad7,16,6,1000,2,3,3,233,8,Amber,Casual Players,2,0
Radeon,2,58,5031,4,4,3,443,11,Green,Loyal Customers,1,2
RageDisplay,1,4,160,4,3,2,432,9,Green,Casual Players,1,0
Raid7,7,1,500,3,1,2,312,6,Green,Casual Players,1,0
Rajdeep,2,1,40,4,1,1,411,6,Green,New,1,1
Rali,2,5,5000,4,3,3,433,10,Green,Casual Players,1,0
Ralphie15,7,146,11800,3,4,4,344,11,Amber,Loyal Customers,2,2
Ralphieboii,21,1,100,2,1,1,211,4,Green,Casual Players,1,0
Rambo1314,33,1,10000,1,1,4,114,6,Green,Casual Players,1,0
Rammy,39,2,60,1,2,1,121,4,Green,Casual Players,1,0
Ramzen,2,23,1309,4,4,3,443,11,Green,Loyal Customers,1,2
Randeed,1,7,3484,4,3,3,433,10,Green,Casual Players,1,0
RandomBet,24,30,60300,2,4,4,244,10,Red,Casual Players,3,0
RandomGlory,33,2,1860,1,2,3,123,6,Green,Casual Players,1,0
Ranger89,29,4,4229,1,3,3,133,7,Amber,Casual Players,2,0
Rangerover666,21,1,2000,2,1,3,213,6,Green,Casual Players,1,0
RapeTrainVictim,37,9,440,1,3,2,132,6,Green,Casual Players,1,0
Raptor2108,6,9,311,3,3,2,332,8,Green,Casual Players,1,0
Rari,36,1,13,1,1,1,111,3,Green,Casual Players,1,0
Rasel544,26,1,10,2,1,1,211,4,Green,Casual Players,1,0
Ratbehin,24,1,300,2,1,2,212,5,Green,Casual Players,1,0
RatuJudi,2,13,618,4,4,2,442,10,Green,Loyal Customers,1,2
Ravil77747,3,9,6510,4,3,4,434,11,Green,Casual Players,1,0
RealMadrid7,10,10,7892,3,3,4,334,10,Amber,Casual Players,2,0
Real_Marid,10,1,80000,3,1,4,314,8,Green,Casual Players,1,0
RedBird,27,1,1,2,1,1,211,4,Green,Casual Players,1,0
RedJive,18,10,28521,2,3,4,234,9,Amber,Casual Players,2,0
RedJohn,15,113,1580,3,4,3,343,10,Amber,Loyal Customers,2,2
RedThrive,27,2,11714,2,2,4,224,8,Green,Casual Players,1,0
Red_N3CK,12,9,1076,3,3,3,333,9,Amber,Casual Players,2,0
Redin,16,4,4816,2,3,3,233,8,Amber,Casual Players,2,0
Refuse,35,2,6,1,2,1,121,4,Green,Casual Players,1,0
Remaic859zh,3,123,3995,4,4,3,443,11,Green,Loyal Customers,1,2
Remedy,26,5,252,2,3,2,232,7,Green,Casual Players,1,0
Remenition,27,2,42,2,2,1,221,5,Green,Casual Players,1,0
RengeDelgosha,1,1,185,4,1,2,412,7,Green,New,1,1
Renu,29,6,220,1,3,2,132,6,Green,Casual Players,1,0
Reploid,1,6,1346,4,3,3,433,10,Green,Casual Players,1,0
Repulsive,30,1,8768,1,1,4,114,6,Green,Casual Players,1,0
Reqed,30,1,25,1,1,1,111,3,Green,Casual Players,1,0
Resbak,26,2,3700,2,2,3,223,7,Green,Casual Players,1,0
ReturnOfArctic,26,1,2,2,1,1,211,4,Green,Casual Players,1,0
RheinMeg,34,37,2314,1,4,3,143,8,Amber,Casual Players,2,0
Rhianne042721,28,1,500,2,1,2,212,5,Green,Casual Players,1,0
Rhyliv,35,1,75,1,1,1,111,3,Green,Casual Players,1,0
RiN335,25,6,75,2,3,1,231,6,Green,Casual Players,1,0
RichDadPoorDad,13,5,215,3,3,2,332,8,Green,Casual Players,1,0
RickyRio,2,7,645,4,3,2,432,9,Green,Casual Players,1,0
Rihsky,29,5,39585,1,3,4,134,8,Amber,Casual Players,2,0
Rio666,18,3,2187,2,2,3,223,7,Green,Casual Players,1,0
Riptide,8,5,5259,3,3,3,333,9,Amber,Casual Players,2,0
Ris93,23,10,2303,2,3,3,233,8,Amber,Casual Players,2,0
RiseUP,7,10,11640,3,3,4,334,10,Amber,Casual Players,2,0
RisolviamoALame,16,2,66,2,2,1,221,5,Green,Casual Players,1,0
RoberBaron,1,157,558468,4,4,4,444,12,Green,VIP,1,3
Robpar6,7,2,2700,3,2,3,323,8,Green,Casual Players,1,0
RocketLeague,18,1,32,2,1,1,211,4,Green,Casual Players,1,0
Rocketron,39,1,2,1,1,1,111,3,Green,Casual Players,1,0
Rohit1997,31,1,25,1,1,1,111,3,Green,Casual Players,1,0
Rolandjee,25,1,1000,2,1,3,213,6,Green,Casual Players,1,0
Romanson93,4,7,2020,4,3,3,433,10,Green,Casual Players,1,0
Romeojke,21,1,10,2,1,1,211,4,Green,Casual Players,1,0
Romzes13,12,49,11881,3,4,4,344,11,Amber,Loyal Customers,2,2
Ronalbin,8,2,10010,3,2,4,324,9,Green,Casual Players,1,0
Ronaluf97,40,3,56,1,2,1,121,4,Green,Casual Players,1,0
RosA123,35,6,4500,1,3,3,133,7,Amber,Casual Players,2,0
RoshkeBot1,18,11,39,2,4,1,241,7,Green,Casual Players,1,0
Rouge,36,2,2963,1,2,3,123,6,Green,Casual Players,1,0
Rowel05,3,7,4196,4,3,3,433,10,Green,Casual Players,1,0
Rudigor,38,12,697,1,4,2,142,7,Green,Casual Players,1,0
Ruiter123,10,1,100,3,1,1,311,5,Green,Casual Players,1,0
Ruslanchik516,35,2,1176,1,2,3,123,6,Green,Casual Players,1,0
RyRy,11,1,500,3,1,2,312,6,Green,Casual Players,1,0
RyanDunn,37,1,5000,1,1,3,113,5,Green,Casual Players,1,0
RyanGosling,36,3,292,1,2,2,122,5,Green,Casual Players,1,0
RyanS,5,2,11000,4,2,4,424,10,Green,New,1,1
Ryanfucksme,23,3,7675,2,2,4,224,8,Green,Casual Players,1,0
Ryanhuss,11,11,54,3,4,1,341,8,Green,Loyal Customers,1,2
Ryss,1,6,229,4,3,2,432,9,Green,Casual Players,1,0
SAEN,9,8,1338,3,3,3,333,9,Amber,Casual Players,2,0
SHAKIRA,10,5,1328,3,3,3,333,9,Amber,Casual Players,2,0
SHASKOL,9,2,320,3,2,2,322,7,Green,Casual Players,1,0
SHOLLEXHF,4,44,7248,4,4,4,444,12,Green,VIP,1,3
SHOLLEXHFF,36,16,140,1,4,2,142,7,Green,Casual Players,1,0
SMVLax,14,5,144,3,3,2,332,8,Green,Casual Players,1,0
SOSOLI,11,2,737,3,2,2,322,7,Green,Casual Players,1,0
SP_,1,16,91,4,4,1,441,9,Green,Loyal Customers,1,2
SaNek12,23,1,100,2,1,1,211,4,Green,Casual Players,1,0
Sacred141,14,16,371,3,4,2,342,9,Green,Loyal Customers,1,2
Sadin,5,4,20,4,3,1,431,8,Green,Casual Players,1,0
SadisticHF,7,4,72,3,3,1,331,7,Green,Casual Players,1,0
Safae,27,2,108,2,2,2,222,6,Green,Casual Players,1,0
Saint_Pablo,31,1,400,1,1,2,112,4,Green,Casual Players,1,0
Samaam,4,2,800,4,2,2,422,8,Green,New,1,1
SamarasimhaReddy,6,1,1000,3,1,3,313,7,Green,Casual Players,1,0
Samsam29,30,10,116,1,3,2,132,6,Green,Casual Players,1,0
Sandboxx,38,5,4400,1,3,3,133,7,Amber,Casual Players,2,0
Sandshrew,30,1,16,1,1,1,111,3,Green,Casual Players,1,0
Sanesmith,12,1,300,3,1,2,312,6,Green,Casual Players,1,0
Sania,23,3,30,2,2,1,221,5,Green,Casual Players,1,0
Sanich322,28,1,100,2,1,1,211,4,Green,Casual Players,1,0
Sanino,39,1,100,1,1,1,111,3,Green,Casual Players,1,0
Santoshmaurya,2,11,312,4,4,2,442,10,Green,Loyal Customers,1,2
Sapphire,4,2,25000,4,2,4,424,10,Green,New,1,1
Sarahconnor,9,7,4362,3,3,3,333,9,Amber,Casual Players,2,0
Sauc,3,1,246,4,1,2,412,7,Green,New,1,1
Saving1719,7,1,1,3,1,1,311,5,Green,Casual Players,1,0
Sayyad,9,1,150,3,1,2,312,6,Green,Casual Players,1,0
Scorpi0n,3,1,25,4,1,1,411,6,Green,New,1,1
Scorpius,16,1,120,2,1,2,212,5,Green,Casual Players,1,0
ScriptPwnage,22,4,112000,2,3,4,234,9,Amber,Casual Players,2,0
Sdts91,29,2,33,1,2,1,121,4,Green,Casual Players,1,0
SeQer,29,9,15965,1,3,4,134,8,Amber,Casual Players,2,0
Seaniscunte,38,1,4000,1,1,3,113,5,Green,Casual Players,1,0
Sears,9,1,5604,3,1,4,314,8,Green,Casual Players,1,0
SecretEntity,37,7,391,1,3,2,132,6,Green,Casual Players,1,0
SecretGambler,37,14,188,1,4,2,142,7,Green,Casual Players,1,0
Selfish,6,1,27000,3,1,4,314,8,Green,Casual Players,1,0
Seller,7,72,12455,3,4,4,344,11,Amber,Loyal Customers,2,2
Serg8385,11,18,12528,3,4,4,344,11,Amber,Loyal Customers,2,2
SergeyTverdov,6,1,48,3,1,1,311,5,Green,Casual Players,1,0
Sergie10,16,1,30,2,1,1,211,4,Green,Casual Players,1,0
Sergunez,2,4,900,4,3,3,433,10,Green,Casual Players,1,0
Serious_gamer63,16,2,51,2,2,1,221,5,Green,Casual Players,1,0
Servis_online_PC,4,21,1530,4,4,3,443,11,Green,Loyal Customers,1,2
Seuntjie,6,2,2,3,2,1,321,6,Green,Casual Players,1,0
SexyBottleOfTea,12,3,70000,3,2,4,324,9,Green,Casual Players,1,0
Sezmor,5,16,143,4,4,2,442,10,Green,Loyal Customers,1,2
Shadowshot,1,172,197336,4,4,4,444,12,Green,VIP,1,3
Shadowshot2,1,119,56954,4,4,4,444,12,Green,VIP,1,3
Shadowshot3,1,170,46068,4,4,4,444,12,Green,VIP,1,3
ShadowshotBank,1,154,29748,4,4,4,444,12,Green,VIP,1,3
ShadowshotFun,1,145,61361,4,4,4,444,12,Green,VIP,1,3
Sharkz,24,2,1900,2,2,3,223,7,Green,Casual Players,1,0
Sharp67,1,10,6740,4,3,4,434,11,Green,Casual Players,1,0
Shashank,31,2,2000,1,2,3,123,6,Green,Casual Players,1,0
ShaunMorgan,20,1,250,2,1,2,212,5,Green,Casual Players,1,0
ShawnEyBoy,17,12,29212,2,4,4,244,10,Red,Casual Players,3,0
Shemya,13,4,732,3,3,2,332,8,Green,Casual Players,1,0
ShergoFergo,32,2,504,1,2,2,122,5,Green,Casual Players,1,0
Shima1368,6,2,900,3,2,3,323,8,Green,Casual Players,1,0
Shiroto,18,1,704,2,1,2,212,5,Green,Casual Players,1,0
ShitKing78,2,1,1521,4,1,3,413,8,Green,New,1,1
ShittySda,27,80,19570,2,4,4,244,10,Red,Casual Players,3,0
Shivu,34,1,1,1,1,1,111,3,Green,Casual Players,1,0
Shopkin49,14,2,23,3,2,1,321,6,Green,Casual Players,1,0
Shram555,25,6,1388,2,3,3,233,8,Amber,Casual Players,2,0
Shustrichek,1,41,1951,4,4,3,443,11,Green,Loyal Customers,1,2
Shwerfyy,8,2,6500,3,2,4,324,9,Green,Casual Players,1,0
Sicario24,19,2,11,2,2,1,221,5,Green,Casual Players,1,0
Sifan,18,2,2056,2,2,3,223,7,Green,Casual Players,1,0
Siigari,29,12,31939,1,4,4,144,9,Red,Casual Players,3,0
SilaRoda,9,1,100,3,1,1,311,5,Green,Casual Players,1,0
SilentSanctuary,38,6,770,1,3,2,132,6,Green,Casual Players,1,0
Silniyoblako,10,1,20000,3,1,4,314,8,Green,Casual Players,1,0
SimonLorem,11,2,1200,3,2,3,323,8,Green,Casual Players,1,0
Sinalox,25,2,22,2,2,1,221,5,Green,Casual Players,1,0
Sintex,36,1,150,1,1,2,112,4,Green,Casual Players,1,0
SiopaoNaSpecial,4,1,300,4,1,2,412,7,Green,New,1,1
SirBuda,20,20,668,2,4,2,242,8,Green,Casual Players,1,0
SirEdmund,23,1,12,2,1,1,211,4,Green,Casual Players,1,0
SirPereira,36,11,860,1,4,2,142,7,Green,Casual Players,1,0
Sizzurp,13,6,32599,3,3,4,334,10,Amber,Casual Players,2,0
SkIV,37,1,200,1,1,2,112,4,Green,Casual Players,1,0
Skiff,33,1,100,1,1,1,111,3,Green,Casual Players,1,0
Skifv,27,2,10,2,2,1,221,5,Green,Casual Players,1,0
Skizzo,7,7,381,3,3,2,332,8,Green,Casual Players,1,0
Skripach,24,4,28,2,3,1,231,6,Green,Casual Players,1,0
SkrtMCM,32,2,5500,1,2,4,124,7,Green,Casual Players,1,0
Skwillex,11,2,6000,3,2,4,324,9,Green,Casual Players,1,0
Sl0thzy,40,1,74,1,1,1,111,3,Green,Casual Players,1,0
Slam,5,2,667,4,2,2,422,8,Green,New,1,1
Slicer,1,3,842,4,2,2,422,8,Green,New,1,1
Slicer2,1,6,330,4,3,2,432,9,Green,Casual Players,1,0
Slicer3,1,9,2597,4,3,3,433,10,Green,Casual Players,1,0
Slinkierjet,16,3,6000,2,2,4,224,8,Green,Casual Players,1,0
Slonnuk,30,1,237,1,1,2,112,4,Green,Casual Players,1,0
Slut,12,1,2000,3,1,3,313,7,Green,Casual Players,1,0
SluttyTaco,7,3,545,3,2,2,322,7,Green,Casual Players,1,0
Sly,27,1,2,2,1,1,211,4,Green,Casual Players,1,0
Sly_fox,2,3,3,4,2,1,421,7,Green,New,1,1
SmackMeUp,9,1,1,3,1,1,311,5,Green,Casual Players,1,0
SmallPeen,7,13,409,3,4,2,342,9,Green,Loyal Customers,1,2
Smart1990,6,1,1,3,1,1,311,5,Green,Casual Players,1,0
SmashBot,26,1,16,2,1,1,211,4,Green,Casual Players,1,0
Smoelf,26,20,2138,2,4,3,243,9,Amber,Casual Players,2,0
Smokestradamus,2,2,1100,4,2,3,423,9,Green,New,1,1
SmoothOperator,3,6,2510,4,3,3,433,10,Green,Casual Players,1,0
Snakereik,14,1,1,3,1,1,311,5,Green,Casual Players,1,0
Snipist,25,3,3000,2,2,3,223,7,Green,Casual Players,1,0
Snoopi,31,4,518,1,3,2,132,6,Green,Casual Players,1,0
SnowKitty02,37,1,6,1,1,1,111,3,Green,Casual Players,1,0
SnowWhite,10,15,1818,3,4,3,343,10,Amber,Loyal Customers,2,2
Snowballcps,13,58,8321,3,4,4,344,11,Amber,Loyal Customers,2,2
Snowdoesstuff,17,12,133,2,4,2,242,8,Green,Casual Players,1,0
Snowkitty,11,2,4,3,2,1,321,6,Green,Casual Players,1,0
Snows,10,3,300,3,2,2,322,7,Green,Casual Players,1,0
SoManySatoshi,21,7,6099,2,3,4,234,9,Amber,Casual Players,2,0
Solid8,28,8,1422,2,3,3,233,8,Amber,Casual Players,2,0
SolidSnake,2,68,2100,4,4,3,443,11,Green,Loyal Customers,1,2
Soma,39,4,2405,1,3,3,133,7,Amber,Casual Players,2,0
Sombra23,25,1,1000,2,1,3,213,6,Green,Casual Players,1,0
SonoPovero,16,1,11,2,1,1,211,4,Green,Casual Players,1,0
SonsStrats,15,8,13678,3,3,4,334,10,Amber,Casual Players,2,0
SorryMum,26,3,2174,2,2,3,223,7,Green,Casual Players,1,0
Sosiska,22,3,7,2,2,1,221,5,Green,Casual Players,1,0
Sotnik_42,35,2,1251,1,2,3,123,6,Green,Casual Players,1,0
Sp1cy,6,12,102153,3,4,4,344,11,Amber,Loyal Customers,2,2
Sp4rtan,1,1,1500,4,1,3,413,8,Green,New,1,1
Spastic,14,2,280,3,2,2,322,7,Green,Casual Players,1,0
Spayli,24,11,3915,2,4,3,243,9,Amber,Casual Players,2,0
Spinkix,25,2,12,2,2,1,221,5,Green,Casual Players,1,0
Spinogriz,22,18,171,2,4,2,242,8,Green,Casual Players,1,0
SquadDeep,6,15,628,3,4,2,342,9,Green,Loyal Customers,1,2
Squrch,16,1,200,2,1,2,212,5,Green,Casual Players,1,0
Sqweerl,4,25,487,4,4,2,442,10,Green,Loyal Customers,1,2
Ssstiks,24,22,36,2,4,1,241,7,Green,Casual Players,1,0
StackinBits,2,1,26882,4,1,4,414,9,Green,New,1,1
Stanga123,17,7,7000,2,3,4,234,9,Amber,Casual Players,2,0
StarrBwoyy,23,1,500,2,1,2,212,5,Green,Casual Players,1,0
Stembridge,14,3,6,3,2,1,321,6,Green,Casual Players,1,0
Sterling674,6,1,12000,3,1,4,314,8,Green,Casual Players,1,0
SteroidsBot,29,4,199441,1,3,4,134,8,Amber,Casual Players,2,0
SteroidsBot2,28,3,7289,2,2,4,224,8,Green,Casual Players,1,0
Stockzilla,20,1,4,2,1,1,211,4,Green,Casual Players,1,0
Strapz,40,2,768,1,2,2,122,5,Green,Casual Players,1,0
Strick_DevilS,27,2,11,2,2,1,221,5,Green,Casual Players,1,0
Strikerus,1,2,60,4,2,1,421,7,Green,New,1,1
Strubber,16,2,63,2,2,1,221,5,Green,Casual Players,1,0
Stsm,20,5,2760,2,3,3,233,8,Amber,Casual Players,2,0
Stuck,7,1,155,3,1,2,312,6,Green,Casual Players,1,0
StudmuffinC,35,4,2200,1,3,3,133,7,Amber,Casual Players,2,0
Su2Lanut,21,21,4510,2,4,3,243,9,Amber,Casual Players,2,0
Suamikutercinta,1,35,5425,4,4,3,443,11,Green,Loyal Customers,1,2
Suba,16,1,12,2,1,1,211,4,Green,Casual Players,1,0
SuckDad,29,1,168000,1,1,4,114,6,Green,Casual Players,1,0
Sukuchi,19,12,4567,2,4,3,243,9,Amber,Casual Players,2,0
Sunhwa,22,10,78,2,3,1,231,6,Green,Casual Players,1,0
Sunny2606,2,6,20050,4,3,4,434,11,Green,Casual Players,1,0
Supergeil,1,4,31,4,3,1,431,8,Green,Casual Players,1,0
Superman54321,1,2,10500,4,2,4,424,10,Green,New,1,1
Susanbee,36,1,16437,1,1,4,114,6,Green,Casual Players,1,0
SvetDana,15,35,151,3,4,2,342,9,Green,Loyal Customers,1,2
Swarnim,15,2,26000,3,2,4,324,9,Green,Casual Players,1,0
Sweaty,29,2,2,1,2,1,121,4,Green,Casual Players,1,0
Swell,10,1,4000,3,1,3,313,7,Green,Casual Players,1,0
SwiftCoin,35,1,100,1,1,1,111,3,Green,Casual Players,1,0
T-Train,1,22,32700,4,4,4,444,12,Green,VIP,1,3
T2369238923,31,1,2000,1,1,3,113,5,Green,Casual Players,1,0
TAPAKAH,2,3,108,4,2,2,422,8,Green,New,1,1
TEHRANI,28,1,2377,2,1,3,213,6,Green,Casual Players,1,0
THEREALDANGER,33,5,95904,1,3,4,134,8,Amber,Casual Players,2,0
THESUPREMEKRONUS,28,2,2444,2,2,3,223,7,Green,Casual Players,1,0
THREATT721,4,1,35708,4,1,4,414,9,Green,New,1,1
THUTHAO,1,4,320000,4,3,4,434,11,Green,Casual Players,1,0
TIRKAMON,25,1,4,2,1,1,211,4,Green,Casual Players,1,0
TInuMN,1,65,3061,4,4,3,443,11,Green,Loyal Customers,1,2
TOMOGAVK,6,12,130,3,4,2,342,9,Green,Loyal Customers,1,2
TORTOR,25,2,1606,2,2,3,223,7,Green,Casual Players,1,0
TRoze,20,6,955,2,3,3,233,8,Amber,Casual Players,2,0
TTbank,36,1,4,1,1,1,111,3,Green,Casual Players,1,0
TVC_15,6,7,1961,3,3,3,333,9,Amber,Casual Players,2,0
TWIX,4,13,333,4,4,2,442,10,Green,Loyal Customers,1,2
Tapas5,10,2,4008,3,2,3,323,8,Green,Casual Players,1,0
Tashkov,1,8,256,4,3,2,432,9,Green,Casual Players,1,0
Tastymintz,35,1,1153,1,1,3,113,5,Green,Casual Players,1,0
Tattoo13,16,1,550,2,1,2,212,5,Green,Casual Players,1,0
Taty780,11,8,97,3,3,1,331,7,Green,Casual Players,1,0
Taupe,13,46,9378,3,4,4,344,11,Amber,Loyal Customers,2,2
Tavano,32,13,31,1,4,1,141,6,Green,Casual Players,1,0
Tay56,10,2,264,3,2,2,322,7,Green,Casual Players,1,0
TechDeck,4,16,7056,4,4,4,444,12,Green,VIP,1,3
Techno_Gods,23,1,500,2,1,2,212,5,Green,Casual Players,1,0
Tekosan,1,12,210810,4,4,4,444,12,Green,VIP,1,3
Teleute,35,4,87000,1,3,4,134,8,Amber,Casual Players,2,0
Tendies420,9,6,216,3,3,2,332,8,Green,Casual Players,1,0
Tenpackgetsmoney,1,4,7950,4,3,4,434,11,Green,Casual Players,1,0
Terbz,12,1,580,3,1,2,312,6,Green,Casual Players,1,0
Terrys,10,1,3000,3,1,3,313,7,Green,Casual Players,1,0
TeusajoMeong,12,11,1971,3,4,3,343,10,Amber,Loyal Customers,2,2
Thanks2016,1,7,110000,4,3,4,434,11,Green,Casual Players,1,0
TheAlphaHive,36,8,20,1,3,1,131,5,Green,Casual Players,1,0
TheArchitect,9,10,1830,3,3,3,333,9,Amber,Casual Players,2,0
TheBettingGod69,2,2,50,4,2,1,421,7,Green,New,1,1
TheChosen,39,1,851,1,1,2,112,4,Green,Casual Players,1,0
TheCreeper,35,27,9850,1,4,4,144,9,Red,Casual Players,3,0
TheFakeBex,30,2,1100,1,2,3,123,6,Green,Casual Players,1,0
TheGainTrain,27,2,1674,2,2,3,223,7,Green,Casual Players,1,0
TheJecker,6,3,229,3,2,2,322,7,Green,Casual Players,1,0
TheKolya,33,2,700,1,2,2,122,5,Green,Casual Players,1,0
TheLuckyDepo,36,1,16750,1,1,4,114,6,Green,Casual Players,1,0
TheMajor,1,10,580,4,3,2,432,9,Green,Casual Players,1,0
TheMarvHF,36,1,253,1,1,2,112,4,Green,Casual Players,1,0
TheRealNyanCat,23,1,33,2,1,1,211,4,Green,Casual Players,1,0
TheRealOD1818,26,1,1000,2,1,3,213,6,Green,Casual Players,1,0
TheRealSlimShady,30,1,20,1,1,1,111,3,Green,Casual Players,1,0
TheRedFrog,1,55,63887,4,4,4,444,12,Green,VIP,1,3
TheSemenator,24,1,300,2,1,2,212,5,Green,Casual Players,1,0
TheSnow,13,4,606,3,3,2,332,8,Green,Casual Players,1,0
TheStampede,27,8,2509,2,3,3,233,8,Amber,Casual Players,2,0
TheSwan,8,5,376,3,3,2,332,8,Green,Casual Players,1,0
TheTapk,3,17,85,4,4,1,441,9,Green,Loyal Customers,1,2
TheTaurus,7,11,16300,3,4,4,344,11,Amber,Loyal Customers,2,2
The_Dream,14,1,5000,3,1,3,313,7,Green,Casual Players,1,0
Thomasdeman,3,6,2620,4,3,3,433,10,Green,Casual Players,1,0
Thoro,17,5,80000,2,3,4,234,9,Amber,Casual Players,2,0
Thorsassin,40,2,4,1,2,1,121,4,Green,Casual Players,1,0
Thug,20,27,24163,2,4,4,244,10,Red,Casual Players,3,0
Tienquang,1,3,4330,4,2,3,423,9,Green,New,1,1
Tim101101,5,41,1362,4,4,3,443,11,Green,Loyal Customers,1,2
Timmethy,9,1,23,3,1,1,311,5,Green,Casual Players,1,0
Tirtokon,25,1,925,2,1,3,213,6,Green,Casual Players,1,0
Toddpack,38,8,13503,1,3,4,134,8,Amber,Casual Players,2,0
Toliaha,7,1,3,3,1,1,311,5,Green,Casual Players,1,0
Tolle123,5,1,1,4,1,1,411,6,Green,New,1,1
TommyBusta,32,2,1100,1,2,3,123,6,Green,Casual Players,1,0
TommyVercetti,26,12,63,2,4,1,241,7,Green,Casual Players,1,0
TonyMontana,20,9,104,2,3,2,232,7,Green,Casual Players,1,0
Toos123,3,1,50,4,1,1,411,6,Green,New,1,1
Top01,17,14,386,2,4,2,242,8,Green,Casual Players,1,0
TopazKzn,1,42,1983,4,4,3,443,11,Green,Loyal Customers,1,2
Toptoon,30,1,111,1,1,2,112,4,Green,Casual Players,1,0
Tor_Us,25,2,1300,2,2,3,223,7,Green,Casual Players,1,0
Totoka8090,27,1,2000,2,1,3,213,6,Green,Casual Players,1,0
Trafalgar_Law,24,10,360,2,3,2,232,7,Green,Casual Players,1,0
